statefp20,countyfp20,tractce20,geoid20,name20,namelsad20,mtfcc20,funcstat20,aland20,awater20,intptlat20,intptlon20,Shape_Length,Shape_Area,shape_wkt
25,025,140107,25025140107,1401.07,Census Tract,G5020,S,627360.000000000000000,0.000000000000000,+42.2577216,-071.1284206,0.047299428852235,0.000068446543292,
25,025,981202,25025981202,9812.02,Census Tract,G5020,S,1696453.000000000000000,850180.000000000000000,+42.3470233,-071.0257810,0.096144149779820,0.000278214800023,
25,025,051101,25025051101,511.01,Census Tract,G5020,S,1159397.000000000000000,622953.000000000000000,+42.3854556,-071.0043188,0.091705019573260,0.000194848713061,
25,025,981600,25025981600,9816,Census Tract,G5020,S,586981.000000000000000,158777.000000000000000,+42.3886205,-070.9934424,0.055510467770264,0.000081530771890,
25,025,090901,25025090901,909.01,Census Tract,G5020,S,1173210.000000000000000,349461.000000000000000,+42.3171720,-071.0445630,0.055430902106808,0.000166279675278,
25,025,092101,25025092101,921.01,Census Tract,G5020,S,1306107.000000000000000,65874.000000000000000,+42.2979499,-071.0541278,0.064490196595499,0.000149781965207,
25,025,110301,25025110301,1103.01,Census Tract,G5020,S,817931.000000000000000,0.000000000000000,+42.2868052,-071.1132775,0.046575547507098,0.000089278990759,
25,025,981000,25025981000,9810,Census Tract,G5020,S,1134184.000000000000000,4752.000000000000000,+42.2988820,-071.1267094,0.063844862553234,0.000124340108642,
25,025,980101,25025980101,9801.01,Census Tract,G5020,S,3270316.000000000000000,5392370.000000000000000,+42.3265116,-070.9390337,0.368377811935201,0.000946169693705,
25,025,091001,25025091001,910.01,Census Tract,G5020,S,1186269.000000000000000,447567.000000000000000,+42.3082205,-071.0517137,0.079430466268943,0.000178399252452,
25,025,040401,25025040401,404.01,Census Tract,G5020,S,433403.000000000000000,26534.000000000000000,+42.3740347,-071.0665218,0.046703554517827,0.000050271424441,
25,025,080300,25025080300,803,Census Tract,G5020,S,268833.000000000000000,0.000000000000000,+42.3274519,-071.0790504,0.027321869071370,0.000029362222867,
25,025,080401,25025080401,804.01,Census Tract,G5020,S,440308.000000000000000,0.000000000000000,+42.3321176,-071.0808969,0.041455239638518,0.000048094392009,
25,025,080500,25025080500,805,Census Tract,G5020,S,244076.000000000000000,0.000000000000000,+42.3356843,-071.0825085,0.026283462219474,0.000026661757596,
25,025,080801,25025080801,808.01,Census Tract,G5020,S,364890.000000000000000,0.000000000000000,+42.3346063,-071.0962114,0.026693891783857,0.000039858664031,
25,025,080900,25025080900,809,Census Tract,G5020,S,256492.000000000000000,0.000000000000000,+42.3323435,-071.1016923,0.026726352628129,0.000028016623993,
25,025,081200,25025081200,812,Census Tract,G5020,S,269261.000000000000000,0.000000000000000,+42.3243654,-071.1037533,0.027074470004380,0.000029407703658,
25,025,081400,25025081400,814,Census Tract,G5020,S,620480.000000000000000,0.000000000000000,+42.3277602,-071.0937549,0.048306115761289,0.000067770425539,
25,025,081500,25025081500,815,Census Tract,G5020,S,336293.000000000000000,0.000000000000000,+42.3207186,-071.0929141,0.037180218567582,0.000036726689662,
25,025,081700,25025081700,817,Census Tract,G5020,S,633875.000000000000000,0.000000000000000,+42.3226992,-071.0860337,0.036251092638970,0.000069227746031,
25,025,081800,25025081800,818,Census Tract,G5020,S,373922.000000000000000,0.000000000000000,+42.3203184,-071.0800303,0.030773735392889,0.000040835714520,
25,025,081900,25025081900,819,Census Tract,G5020,S,433381.000000000000000,0.000000000000000,+42.3154742,-071.0896520,0.037267556199187,0.000047325933549,
25,025,082000,25025082000,820,Census Tract,G5020,S,392156.000000000000000,0.000000000000000,+42.3137479,-071.0839483,0.027350767137103,0.000042822947017,
25,025,090100,25025090100,901,Census Tract,G5020,S,446964.000000000000000,0.000000000000000,+42.3023758,-071.0820195,0.031596283497635,0.000048799183750,
25,025,090200,25025090200,902,Census Tract,G5020,S,273671.000000000000000,0.000000000000000,+42.3071378,-071.0790559,0.025438433260516,0.000029881475706,
25,025,090300,25025090300,903,Census Tract,G5020,S,380394.000000000000000,0.000000000000000,+42.3109366,-071.0765050,0.029747061633686,0.000041536405336,
25,025,090400,25025090400,904,Census Tract,G5020,S,425139.000000000000000,0.000000000000000,+42.3171635,-071.0747098,0.032228116458063,0.000046426399061,
